experiment,user_type,policy,alpha_mix,episodes,rep,final_regret
3,Minimalist,NE,,10,0,1.45
3,Minimalist,NE,,10,1,1.45
3,Minimalist,NE,,10,2,1.45
3,Minimalist,NE,,10,3,1.25
3,Minimalist,NE,,10,4,1.45
3,Minimalist,NE,,10,5,1.45
3,Minimalist,NE,,10,6,1.25
3,Minimalist,NE,,10,7,1.45
3,Minimalist,NE,,10,8,1.45
3,Minimalist,NE,,10,9,1.45
3,Minimalist,NE,,10,10,1.45
3,Minimalist,NE,,10,11,1.45
3,Minimalist,NE,,10,12,1.25
3,Minimalist,NE,,10,13,1.45
3,Minimalist,NE,,10,14,1.45
3,Minimalist,NE,,10,15,1.45
3,Minimalist,NE,,10,16,1.45
3,Minimalist,NE,,10,17,1.25
3,Minimalist,NE,,10,18,1.45
3,Minimalist,NE,,10,19,1.45
3,Minimalist,NE,,10,20,1.45
3,Minimalist,NE,,10,21,1.45
3,Minimalist,NE,,10,22,1.45
3,Minimalist,NE,,10,23,1.25
3,Minimalist,NE,,10,24,1.45
3,Minimalist,NE,,10,25,1.25
3,Minimalist,NE,,10,26,1.25
3,Minimalist,NE,,10,27,1.25
3,Minimalist,NE,,10,28,1.45
3,Minimalist,NE,,10,29,1.45
3,Minimalist,NE,,25,0,1.25
3,Minimalist,NE,,25,1,1.45
3,Minimalist,NE,,25,2,1.45
3,Minimalist,NE,,25,3,1.45
3,Minimalist,NE,,25,4,1.25
3,Minimalist,NE,,25,5,1.45
3,Minimalist,NE,,25,6,1.25
3,Minimalist,NE,,25,7,1.25
3,Minimalist,NE,,25,8,1.45
3,Minimalist,NE,,25,9,1.45
3,Minimalist,NE,,25,10,1.45
3,Minimalist,NE,,25,11,1.45
3,Minimalist,NE,,25,12,1.45
3,Minimalist,NE,,25,13,1.45
3,Minimalist,NE,,25,14,1.45
3,Minimalist,NE,,25,15,1.45
3,Minimalist,NE,,25,16,1.45
3,Minimalist,NE,,25,17,1.25
3,Minimalist,NE,,25,18,1.45
3,Minimalist,NE,,25,19,1.45
3,Minimalist,NE,,25,20,1.25
3,Minimalist,NE,,25,21,1.45
3,Minimalist,NE,,25,22,1.45
3,Minimalist,NE,,25,23,1.45
3,Minimalist,NE,,25,24,1.45
3,Minimalist,NE,,25,25,1.45
3,Minimalist,NE,,25,26,1.45
3,Minimalist,NE,,25,27,1.45
3,Minimalist,NE,,25,28,1.45
3,Minimalist,NE,,25,29,1.45
3,Minimalist,NE,,50,0,1.45
3,Minimalist,NE,,50,1,1.45
3,Minimalist,NE,,50,2,1.45
3,Minimalist,NE,,50,3,1.45
3,Minimalist,NE,,50,4,1.45
3,Minimalist,NE,,50,5,1.25
3,Minimalist,NE,,50,6,1.25
3,Minimalist,NE,,50,7,1.45
3,Minimalist,NE,,50,8,1.45
3,Minimalist,NE,,50,9,1.45
3,Minimalist,NE,,50,10,1.45
3,Minimalist,NE,,50,11,1.45
3,Minimalist,NE,,50,12,1.45
3,Minimalist,NE,,50,13,1.45
3,Minimalist,NE,,50,14,1.45
3,Minimalist,NE,,50,15,1.45
3,Minimalist,NE,,50,16,1.25
3,Minimalist,NE,,50,17,1.45
3,Minimalist,NE,,50,18,1.25
3,Minimalist,NE,,50,19,1.45
3,Minimalist,NE,,50,20,1.45
3,Minimalist,NE,,50,21,1.45
3,Minimalist,NE,,50,22,1.45
3,Minimalist,NE,,50,23,1.45
3,Minimalist,NE,,50,24,1.25
3,Minimalist,NE,,50,25,1.25
3,Minimalist,NE,,50,26,1.45
3,Minimalist,NE,,50,27,1.45
3,Minimalist,NE,,50,28,1.25
3,Minimalist,NE,,50,29,1.45
3,Minimalist,NE,,100,0,1.45
3,Minimalist,NE,,100,1,1.45
3,Minimalist,NE,,100,2,1.25
3,Minimalist,NE,,100,3,1.25
3,Minimalist,NE,,100,4,1.45
3,Minimalist,NE,,100,5,1.45
3,Minimalist,NE,,100,6,1.25
3,Minimalist,NE,,100,7,1.45
3,Minimalist,NE,,100,8,1.45
3,Minimalist,NE,,100,9,1.45
3,Minimalist,NE,,100,10,1.45
3,Minimalist,NE,,100,11,1.25
3,Minimalist,NE,,100,12,1.45
3,Minimalist,NE,,100,13,1.45
3,Minimalist,NE,,100,14,1.45
3,Minimalist,NE,,100,15,1.25
3,Minimalist,NE,,100,16,1.45
3,Minimalist,NE,,100,17,1.45
3,Minimalist,NE,,100,18,1.45
3,Minimalist,NE,,100,19,1.45
3,Minimalist,NE,,100,20,1.25
3,Minimalist,NE,,100,21,1.45
3,Minimalist,NE,,100,22,1.45
3,Minimalist,NE,,100,23,1.45
3,Minimalist,NE,,100,24,1.45
3,Minimalist,NE,,100,25,1.45
3,Minimalist,NE,,100,26,1.45
3,Minimalist,NE,,100,27,1.45
3,Minimalist,NE,,100,28,1.45
3,Minimalist,NE,,100,29,1.25
3,Minimalist,AE,,10,0,2.2
3,Minimalist,AE,,10,1,2.2
3,Minimalist,AE,,10,2,2.2
3,Minimalist,AE,,10,3,2.2
3,Minimalist,AE,,10,4,2.2
3,Minimalist,AE,,10,5,2.2
3,Minimalist,AE,,10,6,2.2
3,Minimalist,AE,,10,7,2.2
3,Minimalist,AE,,10,8,2.2
3,Minimalist,AE,,10,9,2.2
3,Minimalist,AE,,10,10,2.2
3,Minimalist,AE,,10,11,2.2
3,Minimalist,AE,,10,12,2.2
3,Minimalist,AE,,10,13,2.2
3,Minimalist,AE,,10,14,2.2
3,Minimalist,AE,,10,15,2.2
3,Minimalist,AE,,10,16,2.2
3,Minimalist,AE,,10,17,2.2
3,Minimalist,AE,,10,18,2.2
3,Minimalist,AE,,10,19,2.2
3,Minimalist,AE,,10,20,2.2
3,Minimalist,AE,,10,21,2.2
3,Minimalist,AE,,10,22,2.2
3,Minimalist,AE,,10,23,2.2
3,Minimalist,AE,,10,24,2.2
3,Minimalist,AE,,10,25,2.2
3,Minimalist,AE,,10,26,2.2
3,Minimalist,AE,,10,27,2.2
3,Minimalist,AE,,10,28,2.2
3,Minimalist,AE,,10,29,2.2
3,Minimalist,AE,,25,0,2.2
3,Minimalist,AE,,25,1,2.2
3,Minimalist,AE,,25,2,2.2
3,Minimalist,AE,,25,3,2.2
3,Minimalist,AE,,25,4,2.2
3,Minimalist,AE,,25,5,2.2
3,Minimalist,AE,,25,6,2.2
3,Minimalist,AE,,25,7,2.2
3,Minimalist,AE,,25,8,2.2
3,Minimalist,AE,,25,9,2.2
3,Minimalist,AE,,25,10,2.2
3,Minimalist,AE,,25,11,2.2
3,Minimalist,AE,,25,12,2.2
3,Minimalist,AE,,25,13,2.2
3,Minimalist,AE,,25,14,2.2
3,Minimalist,AE,,25,15,2.2
3,Minimalist,AE,,25,16,2.2
3,Minimalist,AE,,25,17,2.2
3,Minimalist,AE,,25,18,2.2
3,Minimalist,AE,,25,19,2.2
3,Minimalist,AE,,25,20,2.2
3,Minimalist,AE,,25,21,2.2
3,Minimalist,AE,,25,22,2.2
3,Minimalist,AE,,25,23,2.2
3,Minimalist,AE,,25,24,2.2
3,Minimalist,AE,,25,25,2.2
3,Minimalist,AE,,25,26,2.2
3,Minimalist,AE,,25,27,2.2
3,Minimalist,AE,,25,28,2.2
3,Minimalist,AE,,25,29,2.2
3,Minimalist,AE,,50,0,2.2
3,Minimalist,AE,,50,1,2.2
3,Minimalist,AE,,50,2,2.2
3,Minimalist,AE,,50,3,2.2
3,Minimalist,AE,,50,4,2.2
3,Minimalist,AE,,50,5,2.2
3,Minimalist,AE,,50,6,2.2
3,Minimalist,AE,,50,7,2.2
3,Minimalist,AE,,50,8,2.2
3,Minimalist,AE,,50,9,2.2
3,Minimalist,AE,,50,10,2.2
3,Minimalist,AE,,50,11,2.2
3,Minimalist,AE,,50,12,2.2
3,Minimalist,AE,,50,13,2.2
3,Minimalist,AE,,50,14,2.2
3,Minimalist,AE,,50,15,2.2
3,Minimalist,AE,,50,16,2.2
3,Minimalist,AE,,50,17,2.2
3,Minimalist,AE,,50,18,2.2
3,Minimalist,AE,,50,19,2.2
3,Minimalist,AE,,50,20,2.2
3,Minimalist,AE,,50,21,2.2
3,Minimalist,AE,,50,22,2.2
3,Minimalist,AE,,50,23,2.2
3,Minimalist,AE,,50,24,2.2
3,Minimalist,AE,,50,25,2.2
3,Minimalist,AE,,50,26,2.2
3,Minimalist,AE,,50,27,2.2
3,Minimalist,AE,,50,28,2.2
3,Minimalist,AE,,50,29,2.2
3,Minimalist,AE,,100,0,2.2
3,Minimalist,AE,,100,1,2.2
3,Minimalist,AE,,100,2,2.2
3,Minimalist,AE,,100,3,2.2
3,Minimalist,AE,,100,4,2.2
3,Minimalist,AE,,100,5,2.2
3,Minimalist,AE,,100,6,2.2
3,Minimalist,AE,,100,7,2.2
3,Minimalist,AE,,100,8,2.2
3,Minimalist,AE,,100,9,2.2
3,Minimalist,AE,,100,10,2.2
3,Minimalist,AE,,100,11,2.2
3,Minimalist,AE,,100,12,2.2
3,Minimalist,AE,,100,13,2.2
3,Minimalist,AE,,100,14,2.2
3,Minimalist,AE,,100,15,2.2
3,Minimalist,AE,,100,16,2.2
3,Minimalist,AE,,100,17,2.2
3,Minimalist,AE,,100,18,2.2
3,Minimalist,AE,,100,19,2.2
3,Minimalist,AE,,100,20,2.2
3,Minimalist,AE,,100,21,2.2
3,Minimalist,AE,,100,22,2.2
3,Minimalist,AE,,100,23,2.2
3,Minimalist,AE,,100,24,2.2
3,Minimalist,AE,,100,25,2.2
3,Minimalist,AE,,100,26,2.2
3,Minimalist,AE,,100,27,2.2
3,Minimalist,AE,,100,28,2.2
3,Minimalist,AE,,100,29,2.2
3,Minimalist,NO,,10,0,1.25
3,Minimalist,NO,,10,1,0.3599999999999999
3,Minimalist,NO,,10,2,0.0
3,Minimalist,NO,,10,3,0.0
3,Minimalist,NO,,10,4,0.0
3,Minimalist,NO,,10,5,1.4799999999999998
3,Minimalist,NO,,10,6,1.8399999999999999
3,Minimalist,NO,,10,7,0.72
3,Minimalist,NO,,10,8,1.25
3,Minimalist,NO,,10,9,1.25
3,Minimalist,NO,,10,10,2.2
3,Minimalist,NO,,10,11,1.25
3,Minimalist,NO,,10,12,1.25
3,Minimalist,NO,,10,13,1.8399999999999999
3,Minimalist,NO,,10,14,1.25
3,Minimalist,NO,,10,15,0.0
3,Minimalist,NO,,10,16,1.25
3,Minimalist,NO,,10,17,0.72
3,Minimalist,NO,,10,18,1.8399999999999999
3,Minimalist,NO,,10,19,0.3599999999999999
3,Minimalist,NO,,10,20,0.0
3,Minimalist,NO,,10,21,1.8399999999999999
3,Minimalist,NO,,10,22,1.25
3,Minimalist,NO,,10,23,1.25
3,Minimalist,NO,,10,24,1.8399999999999999
3,Minimalist,NO,,10,25,0.72
3,Minimalist,NO,,10,26,0.0
3,Minimalist,NO,,10,27,1.25
3,Minimalist,NO,,10,28,2.2
3,Minimalist,NO,,10,29,1.4799999999999998
3,Minimalist,NO,,25,0,1.4799999999999998
3,Minimalist,NO,,25,1,1.8399999999999999
3,Minimalist,NO,,25,2,1.8399999999999999
3,Minimalist,NO,,25,3,1.25
3,Minimalist,NO,,25,4,2.2
3,Minimalist,NO,,25,5,1.25
3,Minimalist,NO,,25,6,0.72
3,Minimalist,NO,,25,7,2.2
3,Minimalist,NO,,25,8,0.3599999999999999
3,Minimalist,NO,,25,9,1.25
3,Minimalist,NO,,25,10,1.25
3,Minimalist,NO,,25,11,1.25
3,Minimalist,NO,,25,12,1.25
3,Minimalist,NO,,25,13,1.8399999999999999
3,Minimalist,NO,,25,14,1.25
3,Minimalist,NO,,25,15,1.25
3,Minimalist,NO,,25,16,0.0
3,Minimalist,NO,,25,17,0.3599999999999999
3,Minimalist,NO,,25,18,1.8399999999999999
3,Minimalist,NO,,25,19,1.25
3,Minimalist,NO,,25,20,2.2
3,Minimalist,NO,,25,21,1.25
3,Minimalist,NO,,25,22,0.0
3,Minimalist,NO,,25,23,0.72
3,Minimalist,NO,,25,24,1.8399999999999999
3,Minimalist,NO,,25,25,1.25
3,Minimalist,NO,,25,26,1.25
3,Minimalist,NO,,25,27,2.2
3,Minimalist,NO,,25,28,0.0
3,Minimalist,NO,,25,29,1.8399999999999999
3,Minimalist,NO,,50,0,0.0
3,Minimalist,NO,,50,1,1.8399999999999999
3,Minimalist,NO,,50,2,1.4799999999999998
3,Minimalist,NO,,50,3,1.25
3,Minimalist,NO,,50,4,1.25
3,Minimalist,NO,,50,5,1.8399999999999999
3,Minimalist,NO,,50,6,0.0
3,Minimalist,NO,,50,7,0.3599999999999999
3,Minimalist,NO,,50,8,1.8399999999999999
3,Minimalist,NO,,50,9,1.25
3,Minimalist,NO,,50,10,0.0
3,Minimalist,NO,,50,11,2.2
3,Minimalist,NO,,50,12,1.25
3,Minimalist,NO,,50,13,0.0
3,Minimalist,NO,,50,14,0.3599999999999999
3,Minimalist,NO,,50,15,1.8399999999999999
3,Minimalist,NO,,50,16,0.72
3,Minimalist,NO,,50,17,0.72
3,Minimalist,NO,,50,18,1.8399999999999999
3,Minimalist,NO,,50,19,0.3599999999999999
3,Minimalist,NO,,50,20,0.0
3,Minimalist,NO,,50,21,1.8399999999999999
3,Minimalist,NO,,50,22,2.2
3,Minimalist,NO,,50,23,2.2
3,Minimalist,NO,,50,24,1.8399999999999999
3,Minimalist,NO,,50,25,1.8399999999999999
3,Minimalist,NO,,50,26,2.2
3,Minimalist,NO,,50,27,0.3599999999999999
3,Minimalist,NO,,50,28,1.25
3,Minimalist,NO,,50,29,1.8399999999999999
3,Minimalist,NO,,100,0,0.72
3,Minimalist,NO,,100,1,1.8399999999999999
3,Minimalist,NO,,100,2,1.25
3,Minimalist,NO,,100,3,1.8399999999999999
3,Minimalist,NO,,100,4,0.0
3,Minimalist,NO,,100,5,0.3599999999999999
3,Minimalist,NO,,100,6,0.0
3,Minimalist,NO,,100,7,2.2
3,Minimalist,NO,,100,8,0.72
3,Minimalist,NO,,100,9,1.25
3,Minimalist,NO,,100,10,1.8399999999999999
3,Minimalist,NO,,100,11,2.2
3,Minimalist,NO,,100,12,0.0
3,Minimalist,NO,,100,13,1.25
3,Minimalist,NO,,100,14,1.8399999999999999
3,Minimalist,NO,,100,15,0.0
3,Minimalist,NO,,100,16,1.25
3,Minimalist,NO,,100,17,0.0
3,Minimalist,NO,,100,18,1.8399999999999999
3,Minimalist,NO,,100,19,0.3599999999999999
3,Minimalist,NO,,100,20,1.8399999999999999
3,Minimalist,NO,,100,21,1.25
3,Minimalist,NO,,100,22,2.2
3,Minimalist,NO,,100,23,2.2
3,Minimalist,NO,,100,24,1.25
3,Minimalist,NO,,100,25,1.8399999999999999
3,Minimalist,NO,,100,26,1.25
3,Minimalist,NO,,100,27,1.4799999999999998
3,Minimalist,NO,,100,28,1.25
3,Minimalist,NO,,100,29,1.8399999999999999
3,Minimalist,PO,,10,0,1.4799999999999998
3,Minimalist,PO,,10,1,1.8399999999999999
3,Minimalist,PO,,10,2,1.25
3,Minimalist,PO,,10,3,2.2
3,Minimalist,PO,,10,4,1.25
3,Minimalist,PO,,10,5,0.72
3,Minimalist,PO,,10,6,0.0
3,Minimalist,PO,,10,7,1.25
3,Minimalist,PO,,10,8,0.3599999999999999
3,Minimalist,PO,,10,9,1.25
3,Minimalist,PO,,10,10,0.3599999999999999
3,Minimalist,PO,,10,11,2.2
3,Minimalist,PO,,10,12,0.0
3,Minimalist,PO,,10,13,0.72
3,Minimalist,PO,,10,14,0.3599999999999999
3,Minimalist,PO,,10,15,0.72
3,Minimalist,PO,,10,16,0.3599999999999999
3,Minimalist,PO,,10,17,2.2
3,Minimalist,PO,,10,18,2.2
3,Minimalist,PO,,10,19,1.8399999999999999
3,Minimalist,PO,,10,20,1.25
3,Minimalist,PO,,10,21,2.2
3,Minimalist,PO,,10,22,1.8399999999999999
3,Minimalist,PO,,10,23,1.25
3,Minimalist,PO,,10,24,1.25
3,Minimalist,PO,,10,25,1.25
3,Minimalist,PO,,10,26,0.3599999999999999
3,Minimalist,PO,,10,27,0.72
3,Minimalist,PO,,10,28,0.0
3,Minimalist,PO,,10,29,1.25
3,Minimalist,PO,,25,0,1.25
3,Minimalist,PO,,25,1,2.2
3,Minimalist,PO,,25,2,1.25
3,Minimalist,PO,,25,3,1.8399999999999999
3,Minimalist,PO,,25,4,0.3599999999999999
3,Minimalist,PO,,25,5,1.8399999999999999
3,Minimalist,PO,,25,6,1.25
3,Minimalist,PO,,25,7,1.25
3,Minimalist,PO,,25,8,1.4799999999999998
3,Minimalist,PO,,25,9,1.25
3,Minimalist,PO,,25,10,1.8399999999999999
3,Minimalist,PO,,25,11,1.8399999999999999
3,Minimalist,PO,,25,12,0.3599999999999999
3,Minimalist,PO,,25,13,1.25
3,Minimalist,PO,,25,14,1.25
3,Minimalist,PO,,25,15,1.25
3,Minimalist,PO,,25,16,2.2
3,Minimalist,PO,,25,17,2.2
3,Minimalist,PO,,25,18,1.8399999999999999
3,Minimalist,PO,,25,19,1.8399999999999999
3,Minimalist,PO,,25,20,1.25
3,Minimalist,PO,,25,21,1.25
3,Minimalist,PO,,25,22,1.25
3,Minimalist,PO,,25,23,1.25
3,Minimalist,PO,,25,24,2.2
3,Minimalist,PO,,25,25,0.3599999999999999
3,Minimalist,PO,,25,26,1.25
3,Minimalist,PO,,25,27,0.0
3,Minimalist,PO,,25,28,1.4799999999999998
3,Minimalist,PO,,25,29,0.3599999999999999
3,Minimalist,PO,,50,0,1.8399999999999999
3,Minimalist,PO,,50,1,1.25
3,Minimalist,PO,,50,2,1.25
3,Minimalist,PO,,50,3,1.8399999999999999
3,Minimalist,PO,,50,4,0.3599999999999999
3,Minimalist,PO,,50,5,1.8399999999999999
3,Minimalist,PO,,50,6,1.25
3,Minimalist,PO,,50,7,1.25
3,Minimalist,PO,,50,8,2.2
3,Minimalist,PO,,50,9,1.25
3,Minimalist,PO,,50,10,1.8399999999999999
3,Minimalist,PO,,50,11,2.2
3,Minimalist,PO,,50,12,1.8399999999999999
3,Minimalist,PO,,50,13,1.25
3,Minimalist,PO,,50,14,1.8399999999999999
3,Minimalist,PO,,50,15,1.4799999999999998
3,Minimalist,PO,,50,16,2.2
3,Minimalist,PO,,50,17,0.0
3,Minimalist,PO,,50,18,2.2
3,Minimalist,PO,,50,19,2.2
3,Minimalist,PO,,50,20,2.2
3,Minimalist,PO,,50,21,0.3599999999999999
3,Minimalist,PO,,50,22,1.8399999999999999
3,Minimalist,PO,,50,23,0.3599999999999999
3,Minimalist,PO,,50,24,1.25
3,Minimalist,PO,,50,25,1.4799999999999998
3,Minimalist,PO,,50,26,0.3599999999999999
3,Minimalist,PO,,50,27,1.25
3,Minimalist,PO,,50,28,1.25
3,Minimalist,PO,,50,29,2.2
3,Minimalist,PO,,100,0,1.25
3,Minimalist,PO,,100,1,0.3599999999999999
3,Minimalist,PO,,100,2,1.25
3,Minimalist,PO,,100,3,1.8399999999999999
3,Minimalist,PO,,100,4,0.3599999999999999
3,Minimalist,PO,,100,5,0.3599999999999999
3,Minimalist,PO,,100,6,1.25
3,Minimalist,PO,,100,7,0.72
3,Minimalist,PO,,100,8,1.8399999999999999
3,Minimalist,PO,,100,9,1.25
3,Minimalist,PO,,100,10,0.3599999999999999
3,Minimalist,PO,,100,11,1.8399999999999999
3,Minimalist,PO,,100,12,0.3599999999999999
3,Minimalist,PO,,100,13,0.3599999999999999
3,Minimalist,PO,,100,14,1.8399999999999999
3,Minimalist,PO,,100,15,2.2
3,Minimalist,PO,,100,16,1.25
3,Minimalist,PO,,100,17,1.25
3,Minimalist,PO,,100,18,2.2
3,Minimalist,PO,,100,19,0.72
3,Minimalist,PO,,100,20,1.25
3,Minimalist,PO,,100,21,2.2
3,Minimalist,PO,,100,22,1.25
3,Minimalist,PO,,100,23,1.8399999999999999
3,Minimalist,PO,,100,24,0.3599999999999999
3,Minimalist,PO,,100,25,1.25
3,Minimalist,PO,,100,26,1.25
3,Minimalist,PO,,100,27,0.72
3,Minimalist,PO,,100,28,1.8399999999999999
3,Minimalist,PO,,100,29,1.25
3,Minimalist,BA,0.5,10,0,0.0
3,Minimalist,BA,0.5,10,1,0.72
3,Minimalist,BA,0.5,10,2,0.0
3,Minimalist,BA,0.5,10,3,0.0
3,Minimalist,BA,0.5,10,4,0.3599999999999999
3,Minimalist,BA,0.5,10,5,0.0
3,Minimalist,BA,0.5,10,6,0.72
3,Minimalist,BA,0.5,10,7,0.0
3,Minimalist,BA,0.5,10,8,0.3599999999999999
3,Minimalist,BA,0.5,10,9,0.0
3,Minimalist,BA,0.5,10,10,0.0
3,Minimalist,BA,0.5,10,11,0.3599999999999999
3,Minimalist,BA,0.5,10,12,0.0
3,Minimalist,BA,0.5,10,13,0.3599999999999999
3,Minimalist,BA,0.5,10,14,0.72
3,Minimalist,BA,0.5,10,15,0.3599999999999999
3,Minimalist,BA,0.5,10,16,0.0
3,Minimalist,BA,0.5,10,17,0.3599999999999999
3,Minimalist,BA,0.5,10,18,0.72
3,Minimalist,BA,0.5,10,19,0.3599999999999999
3,Minimalist,BA,0.5,10,20,0.3599999999999999
3,Minimalist,BA,0.5,10,21,0.0
3,Minimalist,BA,0.5,10,22,0.3599999999999999
3,Minimalist,BA,0.5,10,23,0.0
3,Minimalist,BA,0.5,10,24,0.0
3,Minimalist,BA,0.5,10,25,0.0
3,Minimalist,BA,0.5,10,26,0.3599999999999999
3,Minimalist,BA,0.5,10,27,0.3599999999999999
3,Minimalist,BA,0.5,10,28,0.0
3,Minimalist,BA,0.5,10,29,0.0
3,Minimalist,BA,0.5,25,0,0.0
3,Minimalist,BA,0.5,25,1,0.0
3,Minimalist,BA,0.5,25,2,0.72
3,Minimalist,BA,0.5,25,3,0.0
3,Minimalist,BA,0.5,25,4,0.0
3,Minimalist,BA,0.5,25,5,0.3599999999999999
3,Minimalist,BA,0.5,25,6,0.0
3,Minimalist,BA,0.5,25,7,0.0
3,Minimalist,BA,0.5,25,8,0.3599999999999999
3,Minimalist,BA,0.5,25,9,0.0
3,Minimalist,BA,0.5,25,10,0.3599999999999999
3,Minimalist,BA,0.5,25,11,0.72
3,Minimalist,BA,0.5,25,12,0.3599999999999999
3,Minimalist,BA,0.5,25,13,0.3599999999999999
3,Minimalist,BA,0.5,25,14,0.0
3,Minimalist,BA,0.5,25,15,0.0
3,Minimalist,BA,0.5,25,16,0.3599999999999999
3,Minimalist,BA,0.5,25,17,0.0
3,Minimalist,BA,0.5,25,18,0.0
3,Minimalist,BA,0.5,25,19,0.0
3,Minimalist,BA,0.5,25,20,0.0
3,Minimalist,BA,0.5,25,21,0.0
3,Minimalist,BA,0.5,25,22,0.3599999999999999
